Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Chris Hogan (10981623),Chris Hogan,10981623,WR/FLEX,6100,HOU@NE 09/09/2018 01:00PM ET,NE,11
QB,Andrew Luck (10981173),Andrew Luck,10981173,QB,6100,CIN@IND 09/09/2018 01:00PM ET,IND,0
RB,Joe Mixon (10981273),Joe Mixon,10981273,RB/FLEX,6100,CIN@IND 09/09/2018 01:00PM ET,CIN,10.45
RB,LeSean McCoy (10981275),LeSean McCoy,10981275,RB/FLEX,6000,BUF@BAL 09/09/2018 01:00PM ET,BUF,17.32
WR,Julian Edelman (10981625),Julian Edelman,10981625,WR/FLEX,6000,HOU@NE 09/09/2018 01:00PM ET,NE,0
QB,Patrick Mahomes II (10981174),Patrick Mahomes II,10981174,QB,6000,KC@LAC 09/09/2018 04:05PM ET,KC,11.36
RB,Kenyan Drake (10981277),Kenyan Drake,10981277,RB/FLEX,5900,TEN@MIA 09/09/2018 01:00PM ET,MIA,9.39
WR,JuJu Smith-Schuster (10981627),JuJu Smith-Schuster,10981627,WR/FLEX,5900,PIT@CLE 09/09/2018 01:00PM ET,PIT,14.41
RB,Jerick McKinnon (10981279),Jerick McKinnon,10981279,RB/FLEX,5800,SF@MIN 09/09/2018 01:00PM ET,SF,12.21
QB,Andy Dalton (10981175),Andy Dalton,10981175,QB,5800,CIN@IND 09/09/2018 01:00PM ET,CIN,14.36
WR,Josh Gordon (10981629),Josh Gordon,10981629,WR/FLEX,5800,PIT@CLE 09/09/2018 01:00PM ET,CLE,12.1
RB,Mark Ingram (10981281),Mark Ingram,10981281,RB/FLEX,5700,TB@NO 09/09/2018 01:00PM ET,NO,16.74
QB,Jimmy Garoppolo (10981176),Jimmy Garoppolo,10981176,QB,5700,SF@MIN 09/09/2018 01:00PM ET,SF,16.48
WR,Demaryius Thomas (10981631),Demaryius Thomas,10981631,WR/FLEX,5700,SEA@DEN 09/09/2018 04:25PM ET,DEN,13.12
RB,Alex Collins (10981283),Alex Collins,10981283,RB/FLEX,5600,BUF@BAL 09/09/2018 01:00PM ET,BAL,11.93
QB,Blake Bortles (10981178),Blake Bortles,10981178,QB,5600,JAX@NYG 09/09/2018 01:00PM ET,JAX,17.13
WR,Corey Davis (10981633),Corey Davis,10981633,WR/FLEX,5600,TEN@MIA 09/09/2018 01:00PM ET,TEN,7.79
QB,Alex Smith (10981177),Alex Smith,10981177,QB,5600,WAS@ARI 09/09/2018 04:25PM ET,WAS,21.00
QB,Jameis Winston (10981179),Jameis Winston,10981179,QB,5500,TB@NO 09/09/2018 01:00PM ET,TB,18.28
WR,Jarvis Landry (10981635),Jarvis Landry,10981635,WR/FLEX,5500,PIT@CLE 09/09/2018 01:00PM ET,CLE,16.38
QB,Dak Prescott (10981180),Dak Prescott,10981180,QB,5500,DAL@CAR 09/09/2018 04:25PM ET,DAL,17.48
WR,Michael Crabtree (10981637),Michael Crabtree,10981637,WR/FLEX,5400,BUF@BAL 09/09/2018 01:00PM ET,BAL,12.27
RB,Derrick Henry (10981285),Derrick Henry,10981285,RB/FLEX,5400,TEN@MIA 09/09/2018 01:00PM ET,TEN,9.94
QB,Tyrod Taylor (10981181),Tyrod Taylor,10981181,QB,5400,PIT@CLE 09/09/2018 01:00PM ET,CLE,14.73
TE,Greg Olsen (10982173),Greg Olsen,10982173,TE/FLEX,5400,DAL@CAR 09/09/2018 04:25PM ET,CAR,9.1
QB,Ryan Tannehill (10981182),Ryan Tannehill,10981182,QB,5300,TEN@MIA 09/09/2018 01:00PM ET,MIA,0
WR,DeVante Parker (10981639),DeVante Parker,10981639,WR/FLEX,5300,TEN@MIA 09/09/2018 01:00PM ET,MIA,10
RB,Lamar Miller (10981287),Lamar Miller,10981287,RB/FLEX,5200,HOU@NE 09/09/2018 01:00PM ET,HOU,12.09
WR,Devin Funchess (10981641),Devin Funchess,10981641,WR/FLEX,5200,DAL@CAR 09/09/2018 04:25PM ET,CAR,12.35
QB,Sam Bradford (10981183),Sam Bradford,10981183,QB,5200,WAS@ARI 09/09/2018 04:25PM ET,ARI,14.99
RB,Sony Michel (10981289),Sony Michel,10981289,RB/FLEX,5100,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,Will Fuller V (10981645),Will Fuller V,10981645,WR/FLEX,5100,HOU@NE 09/09/2018 01:00PM ET,HOU,11.62
WR,Sammy Watkins (10981643),Sammy Watkins,10981643,WR/FLEX,5100,KC@LAC 09/09/2018 04:05PM ET,KC,9.54
QB,Case Keenum (10981184),Case Keenum,10981184,QB,5100,SEA@DEN 09/09/2018 04:25PM ET,DEN,16.68
WR,Kelvin Benjamin (10981647),Kelvin Benjamin,10981647,WR/FLEX,5000,BUF@BAL 09/09/2018 01:00PM ET,BUF,9.34
QB,Ryan Fitzpatrick (10981186),Ryan Fitzpatrick,10981186,QB,5000,TB@NO 09/09/2018 01:00PM ET,TB,12.82
QB,Jacoby Brissett (10981185),Jacoby Brissett,10981185,QB,5000,CIN@IND 09/09/2018 01:00PM ET,IND,13.87
WR,Emmanuel Sanders (10981649),Emmanuel Sanders,10981649,WR/FLEX,5000,SEA@DEN 09/09/2018 04:25PM ET,DEN,9.79
RB,Derrius Guice (10981291),Derrius Guice,10981291,RB/FLEX,5000,WAS@ARI 09/09/2018 04:25PM ET,WAS,0
WR,Jamison Crowder (10981651),Jamison Crowder,10981651,WR/FLEX,5000,WAS@ARI 09/09/2018 04:25PM ET,WAS,11.29
QB,Joe Flacco (10981187),Joe Flacco,10981187,QB,4900,BUF@BAL 09/09/2018 01:00PM ET,BAL,12.38
RB,Chris Ivory (10981297),Chris Ivory,10981297,RB/FLEX,4900,BUF@BAL 09/09/2018 01:00PM ET,BUF,5.79
RB,T.J. Yeldon (10981299),T.J. Yeldon,10981299,RB/FLEX,4900,JAX@NYG 09/09/2018 01:00PM ET,JAX,9.46
WR,Marqise Lee (10981653),Marqise Lee,10981653,WR/FLEX,4900,JAX@NYG 09/09/2018 01:00PM ET,JAX,9.55
RB,Ronald Jones II (10981295),Ronald Jones II,10981295,RB/FLEX,4900,TB@NO 09/09/2018 01:00PM ET,TB,0
QB,Brian Hoyer (10981188),Brian Hoyer,10981188,QB,4900,HOU@NE 09/09/2018 01:00PM ET,NE,6.23
WR,Pierre Garcon (10981655),Pierre Garcon,10981655,WR/FLEX,4900,SF@MIN 09/09/2018 01:00PM ET,SF,11.62
RB,Dion Lewis (10981293),Dion Lewis,10981293,RB/FLEX,4900,TEN@MIA 09/09/2018 01:00PM ET,TEN,13.59
TE,Delanie Walker (10982175),Delanie Walker,10982175,TE/FLEX,4900,TEN@MIA 09/09/2018 01:00PM ET,TEN,10.99
QB,Landry Jones (10981189),Landry Jones,10981189,QB,4900,PIT@CLE 09/09/2018 01:00PM ET,PIT,3.52
QB,Teddy Bridgewater (11182400),Teddy Bridgewater,11182400,QB,4800,TB@NO 09/09/2018 01:00PM ET,NO,-1.3
RB,Latavius Murray (10981303),Latavius Murray,10981303,RB/FLEX,4800,SF@MIN 09/09/2018 01:00PM ET,MIN,10.17
WR,Rishard Matthews (10981657),Rishard Matthews,10981657,WR/FLEX,4800,TEN@MIA 09/09/2018 01:00PM ET,TEN,10.46
RB,Marlon Mack (10981305),Marlon Mack,10981305,RB/FLEX,4800,CIN@IND 09/09/2018 01:00PM ET,IND,7.38
RB,Rashaad Penny (10981301),Rashaad Penny,10981301,RB/FLEX,4800,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
QB,Eli Manning (10981193),Eli Manning,10981193,QB,4700,JAX@NYG 09/09/2018 01:00PM ET,NYG,14.09
TE,Evan Engram (10982177),Evan Engram,10982177,TE/FLEX,4700,JAX@NYG 09/09/2018 01:00PM ET,NYG,11.57
WR,Kenny Stills (10981659),Kenny Stills,10981659,WR/FLEX,4700,TEN@MIA 09/09/2018 01:00PM ET,MIA,11.23
QB,Mason Rudolph (10981194),Mason Rudolph,10981194,QB,4700,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
RB,Duke Johnson Jr. (10981307),Duke Johnson Jr.,10981307,RB/FLEX,4700,PIT@CLE 09/09/2018 01:00PM ET,CLE,13.63
WR,Allen Hurns (10981661),Allen Hurns,10981661,WR/FLEX,4700,DAL@CAR 09/09/2018 04:25PM ET,DAL,9.12
QB,Josh Rosen (10981192),Josh Rosen,10981192,QB,4700,WAS@ARI 09/09/2018 04:25PM ET,ARI,0
RB,Chris Thompson (10981309),Chris Thompson,10981309,RB/FLEX,4700,WAS@ARI 09/09/2018 04:25PM ET,WAS,15.94
RB,Adrian Peterson (11182403),Adrian Peterson,11182403,RB/FLEX,4700,WAS@ARI 09/09/2018 04:25PM ET,WAS,8.69
QB,Lamar Jackson (10981196),Lamar Jackson,10981196,QB,4600,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
QB,AJ McCarron (10981197),AJ McCarron,10981197,QB,4600,BUF@BAL 09/09/2018 01:00PM ET,BUF,0.88
WR,DeSean Jackson (10981665),DeSean Jackson,10981665,WR/FLEX,4600,TB@NO 09/09/2018 01:00PM ET,TB,10.11
QB,Brandon Weeden (10981198),Brandon Weeden,10981198,QB,4600,HOU@NE 09/09/2018 01:00PM ET,HOU,0
QB,Trevor Siemian (10981191),Trevor Siemian,10981191,QB,4600,SF@MIN 09/09/2018 01:00PM ET,MIN,13.19
RB,Matt Breida (10981313),Matt Breida,10981313,RB/FLEX,4600,SF@MIN 09/09/2018 01:00PM ET,SF,6.47
WR,Marquise Goodwin (10981663),Marquise Goodwin,10981663,WR/FLEX,4600,SF@MIN 09/09/2018 01:00PM ET,SF,11.1
QB,Baker Mayfield (10981190),Baker Mayfield,10981190,QB,4600,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
RB,Devontae Booker (10981315),Devontae Booker,10981315,RB/FLEX,4600,SEA@DEN 09/09/2018 04:25PM ET,DEN,7.11
RB,Rod Smith (10981311),Rod Smith,10981311,RB/FLEX,4600,DAL@CAR 09/09/2018 04:25PM ET,DAL,6.36
WR,Sterling Shepard (10981667),Sterling Shepard,10981667,WR/FLEX,4500,JAX@NYG 09/09/2018 01:00PM ET,NYG,13.96
QB,Ryan Griffin (10981200),Ryan Griffin,10981200,QB,4500,TB@NO 09/09/2018 01:00PM ET,TB,0
TE,Kyle Rudolph (10982179),Kyle Rudolph,10982179,TE/FLEX,4500,SF@MIN 09/09/2018 01:00PM ET,MIN,9.75
QB,Blaine Gabbert (10981201),Blaine Gabbert,10981201,QB,4500,TEN@MIA 09/09/2018 01:00PM ET,TEN,13.93
QB,Brock Osweiler (10981202),Brock Osweiler,10981202,QB,4500,TEN@MIA 09/09/2018 01:00PM ET,MIA,12.32
RB,Carlos Hyde (10981317),Carlos Hyde,10981317,RB/FLEX,4500,PIT@CLE 09/09/2018 01:00PM ET,CLE,14.86
RB,James Conner (10981319),James Conner,10981319,RB/FLEX,4500,PIT@CLE 09/09/2018 01:00PM ET,PIT,1.03
QB,Chad Henne (10981203),Chad Henne,10981203,QB,4500,KC@LAC 09/09/2018 04:05PM ET,KC,-0.25
RB,Spencer Ware (10981321),Spencer Ware,10981321,RB/FLEX,4500,KC@LAC 09/09/2018 04:05PM ET,KC,0
RB,Royce Freeman (10981323),Royce Freeman,10981323,RB/FLEX,4500,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
RB,Chris Carson (10981325),Chris Carson,10981325,RB/FLEX,4500,SEA@DEN 09/09/2018 04:25PM ET,SEA,9.92
QB,Garrett Gilbert (10981199),Garrett Gilbert,10981199,QB,4500,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
QB,Cooper Rush (10981204),Cooper Rush,10981204,QB,4500,DAL@CAR 09/09/2018 04:25PM ET,DAL,0.69
QB,Colt McCoy (10981195),Colt McCoy,10981195,QB,4500,WAS@ARI 09/09/2018 04:25PM ET,WAS,0
RB,Chase Edmonds (10981327),Chase Edmonds,10981327,RB/FLEX,4500,WAS@ARI 09/09/2018 04:25PM ET,ARI,0
WR,Josh Doctson (10981669),Josh Doctson,10981669,WR/FLEX,4500,WAS@ARI 09/09/2018 04:25PM ET,WAS,7.49
QB,Josh Allen (10981206),Josh Allen,10981206,QB,4400,BUF@BAL 09/09/2018 01:00PM ET,BUF,0
QB,Taysom Hill (10981205),Taysom Hill,10981205,QB,4400,TB@NO 09/09/2018 01:00PM ET,NO,0
QB,Tom Savage (10981207),Tom Savage,10981207,QB,4400,TB@NO 09/09/2018 01:00PM ET,NO,8.34
WR,Cameron Meredith (10981671),Cameron Meredith,10981671,WR/FLEX,4400,TB@NO 09/09/2018 01:00PM ET,NO,0
QB,C.J. Beathard (10981208),C.J. Beathard,10981208,QB,4400,SF@MIN 09/09/2018 01:00PM ET,SF,13.83
RB,Giovani Bernard (10981329),Giovani Bernard,10981329,RB/FLEX,4400,CIN@IND 09/09/2018 01:00PM ET,CIN,9.67
RB,Austin Ekeler (10981331),Austin Ekeler,10981331,RB/FLEX,4400,KC@LAC 09/09/2018 04:05PM ET,LAC,6.81
QB,Davis Webb (10981209),Davis Webb,10981209,QB,4300,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
WR,Ted Ginn Jr. (10981673),Ted Ginn Jr.,10981673,WR/FLEX,4300,TB@NO 09/09/2018 01:00PM ET,NO,11.96
RB,D'Onta Foreman (10981333),D'Onta Foreman,10981333,RB/FLEX,4300,HOU@NE 09/09/2018 01:00PM ET,HOU,5.8
QB,Matt Barkley (10981210),Matt Barkley,10981210,QB,4300,CIN@IND 09/09/2018 01:00PM ET,CIN,0
QB,Austin Davis (10981211),Austin Davis,10981211,QB,4300,SEA@DEN 09/09/2018 04:25PM ET,SEA,-0.03
WR,Tyler Lockett (10981675),Tyler Lockett,10981675,WR/FLEX,4300,SEA@DEN 09/09/2018 04:25PM ET,SEA,7.96
QB,Brett Hundley (11182401),Brett Hundley,11182401,QB,4300,SEA@DEN 09/09/2018 04:25PM ET,SEA,12.58
QB,Nathan Peterman (10981212),Nathan Peterman,10981212,QB,4200,BUF@BAL 09/09/2018 01:00PM ET,BUF,3.07
QB,Robert Griffin III (10981213),Robert Griffin III,10981213,QB,4200,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
RB,Javorius Allen (10981335),Javorius Allen,10981335,RB/FLEX,4200,BUF@BAL 09/09/2018 01:00PM ET,BAL,10.38
RB,Rex Burkhead (10981337),Rex Burkhead,10981337,RB/FLEX,4200,HOU@NE 09/09/2018 01:00PM ET,NE,11.84
WR,Jordan Matthews (10981679),Jordan Matthews,10981679,WR/FLEX,4200,HOU@NE 09/09/2018 01:00PM ET,NE,5.82
WR,Danny Amendola (10981677),Danny Amendola,10981677,WR/FLEX,4200,TEN@MIA 09/09/2018 01:00PM ET,MIA,11.51
WR,Tyrell Williams (10981681),Tyrell Williams,10981681,WR/FLEX,4200,KC@LAC 09/09/2018 04:05PM ET,LAC,9.05
QB,Paxton Lynch (10981214),Paxton Lynch,10981214,QB,4200,SEA@DEN 09/09/2018 04:25PM ET,DEN,9.4
RB,C.J. Anderson (10981339),C.J. Anderson,10981339,RB/FLEX,4200,DAL@CAR 09/09/2018 04:25PM ET,CAR,11.38
RB,Peyton Barber (10981341),Peyton Barber,10981341,RB/FLEX,4100,TB@NO 09/09/2018 01:00PM ET,TB,5.61
WR,Chris Godwin (10981685),Chris Godwin,10981685,WR/FLEX,4100,TB@NO 09/09/2018 01:00PM ET,TB,5.97
RB,Nick Chubb (10981343),Nick Chubb,10981343,RB/FLEX,4100,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
WR,D.J. Moore (10981683),D.J. Moore,10981683,WR/FLEX,4100,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
QB,Mike Glennon (10981215),Mike Glennon,10981215,QB,4100,WAS@ARI 09/09/2018 04:25PM ET,ARI,11.18
QB,Josh Woodrum (10981216),Josh Woodrum,10981216,QB,4000,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
RB,Travaris Cadet (10981345),Travaris Cadet,10981345,RB/FLEX,4000,BUF@BAL 09/09/2018 01:00PM ET,BUF,4.17
WR,Corey Coleman (10981689),Corey Coleman,10981689,WR/FLEX,4000,BUF@BAL 09/09/2018 01:00PM ET,BUF,7.28
QB,Kyle Lauletta (10981217),Kyle Lauletta,10981217,QB,4000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
QB,Alex Tanney (10981218),Alex Tanney,10981218,QB,4000,JAX@NYG 09/09/2018 01:00PM ET,NYG,0
QB,Cody Kessler (10981219),Cody Kessler,10981219,QB,4000,JAX@NYG 09/09/2018 01:00PM ET,JAX,1.31
QB,Tanner Lee (10981220),Tanner Lee,10981220,QB,4000,JAX@NYG 09/09/2018 01:00PM ET,JAX,0
RB,Jonathan Stewart (10981347),Jonathan Stewart,10981347,RB/FLEX,4000,JAX@NYG 09/09/2018 01:00PM ET,NYG,8.21
RB,Corey Grant (10981349),Corey Grant,10981349,RB/FLEX,4000,JAX@NYG 09/09/2018 01:00PM ET,JAX,2.75
WR,Donte Moncrief (10981687),Donte Moncrief,10981687,WR/FLEX,4000,JAX@NYG 09/09/2018 01:00PM ET,JAX,6.42
QB,J.T. Barrett (10981221),J.T. Barrett,10981221,QB,4000,TB@NO 09/09/2018 01:00PM ET,NO,0
QB,Austin Allen (10981222),Austin Allen,10981222,QB,4000,TB@NO 09/09/2018 01:00PM ET,TB,0
RB,Terrance West (10981351),Terrance West,10981351,RB/FLEX,4000,TB@NO 09/09/2018 01:00PM ET,NO,5.82
RB,Boston Scott (10981353),Boston Scott,10981353,RB/FLEX,4000,TB@NO 09/09/2018 01:00PM ET,NO,0
RB,Jonathan Williams (10981355),Jonathan Williams,10981355,RB/FLEX,4000,TB@NO 09/09/2018 01:00PM ET,NO,0
QB,Stephen Morris (10981223),Stephen Morris,10981223,QB,4000,HOU@NE 09/09/2018 01:00PM ET,HOU,0
QB,Joe Webb III (10981224),Joe Webb III,10981224,QB,4000,HOU@NE 09/09/2018 01:00PM ET,HOU,0.34
QB,Danny Etling (10981225),Danny Etling,10981225,QB,4000,HOU@NE 09/09/2018 01:00PM ET,NE,0
RB,Alfred Blue (10981357),Alfred Blue,10981357,RB/FLEX,4000,HOU@NE 09/09/2018 01:00PM ET,HOU,4.33
RB,James White (10981359),James White,10981359,RB/FLEX,4000,HOU@NE 09/09/2018 01:00PM ET,NE,10.35
QB,Peter Pujals (10981226),Peter Pujals,10981226,QB,4000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
QB,Kyle Sloter (10981227),Kyle Sloter,10981227,QB,4000,SF@MIN 09/09/2018 01:00PM ET,MIN,0
QB,Nick Mullens (10981228),Nick Mullens,10981228,QB,4000,SF@MIN 09/09/2018 01:00PM ET,SF,0
QB,Jack Heneghan (10981229),Jack Heneghan,10981229,QB,4000,SF@MIN 09/09/2018 01:00PM ET,SF,0
QB,Luke Falk (10981230),Luke Falk,10981230,QB,4000,TEN@MIA 09/09/2018 01:00PM ET,TEN,0
QB,David Fales (10981231),David Fales,10981231,QB,4000,TEN@MIA 09/09/2018 01:00PM ET,MIA,10.2
QB,Bryce Petty (10981232),Bryce Petty,10981232,QB,4000,TEN@MIA 09/09/2018 01:00PM ET,MIA,7.06
QB,Logan Woodside (10981233),Logan Woodside,10981233,QB,4000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
QB,Jeff Driskel (10981234),Jeff Driskel,10981234,QB,4000,CIN@IND 09/09/2018 01:00PM ET,CIN,0
QB,Phillip Walker (10981235),Phillip Walker,10981235,QB,4000,CIN@IND 09/09/2018 01:00PM ET,IND,0
QB,Brad Kaaya (10981236),Brad Kaaya,10981236,QB,4000,CIN@IND 09/09/2018 01:00PM ET,IND,0
RB,Nyheim Hines (10981361),Nyheim Hines,10981361,RB/FLEX,4000,CIN@IND 09/09/2018 01:00PM ET,IND,0
QB,Drew Stanton (10981237),Drew Stanton,10981237,QB,4000,PIT@CLE 09/09/2018 01:00PM ET,CLE,11.09
QB,Brogan Roback (10981238),Brogan Roback,10981238,QB,4000,PIT@CLE 09/09/2018 01:00PM ET,CLE,0
QB,Joshua Dobbs (10981239),Joshua Dobbs,10981239,QB,4000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
WR,James Washington (10981691),James Washington,10981691,WR/FLEX,4000,PIT@CLE 09/09/2018 01:00PM ET,PIT,0
QB,Chase Litton (10981240),Chase Litton,10981240,QB,4000,KC@LAC 09/09/2018 04:05PM ET,KC,0
QB,Matt McGloin (10981241),Matt McGloin,10981241,QB,4000,KC@LAC 09/09/2018 04:05PM ET,KC,0
QB,Cardale Jones (10981242),Cardale Jones,10981242,QB,4000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
QB,Nic Shimonek (10981243),Nic Shimonek,10981243,QB,4000,KC@LAC 09/09/2018 04:05PM ET,LAC,0
QB,Geno Smith (10981244),Geno Smith,10981244,QB,4000,KC@LAC 09/09/2018 04:05PM ET,LAC,5.84
QB,Chad Kelly (10981245),Chad Kelly,10981245,QB,4000,SEA@DEN 09/09/2018 04:25PM ET,DEN,0
QB,Alex McGough (10981246),Alex McGough,10981246,QB,4000,SEA@DEN 09/09/2018 04:25PM ET,SEA,0
QB,Mike White (10981247),Mike White,10981247,QB,4000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
QB,Dalton Sturm (10981248),Dalton Sturm,10981248,QB,4000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
QB,Kyle Allen (10981249),Kyle Allen,10981249,QB,4000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0
QB,Taylor Heinicke (10981250),Taylor Heinicke,10981250,QB,4000,DAL@CAR 09/09/2018 04:25PM ET,CAR,0.6
WR,Michael Gallup (10981693),Michael Gallup,10981693,WR/FLEX,4000,DAL@CAR 09/09/2018 04:25PM ET,DAL,0
QB,Chad Kanoff (10981251),Chad Kanoff,10981251,QB,4000,WAS@ARI 09/09/2018 04:25PM ET,ARI,0
QB,Kevin Hogan (10981252),Kevin Hogan,10981252,QB,4000,WAS@ARI 09/09/2018 04:25PM ET,WAS,9.70
TE,Jordan Reed (10982181),Jordan Reed,10982181,TE/FLEX,4000,WAS@ARI 09/09/2018 04:25PM ET,WAS,10.02
QB,Connor Jessop (11182402),Connor Jessop,11182402,QB,4000,WAS@ARI 09/09/2018 04:25PM ET,WAS,0
RB,Kenneth Dixon (10981365),Kenneth Dixon,10981365,RB/FLEX,3900,BUF@BAL 09/09/2018 01:00PM ET,BAL,0
WR,Dede Westbrook (10981695),Dede Westbrook,10981695,WR/FLEX,3900,JAX@NYG 09/09/2018 01:00PM ET,JAX,8.24
WR,John Ross (10981697),John Ross,10981697,WR/FLEX,3900,CIN@IND 09/09/2018 01:00PM ET,CIN,0.07
WR,Ryan Grant (10981699),Ryan Grant,10981699,WR/FLEX,3900,CIN@IND 09/09/2018 01:00PM ET,IND,7.89
WR,Mike Williams (10981701),Mike Williams,10981701,WR/FLEX,3900,KC@LAC 09/09/2018 04:05PM ET,LAC,2.05
RB,Samaje Perine (10981363),Samaje Perine,10981363,RB/FLEX,3900,WAS@ARI 09/09/2018 04:25PM ET,WAS,7.28
WR,Paul Richardson Jr. (10981703),Paul Richardson Jr.,10981703,WR/FLEX,3900,WAS@ARI 09/09/2018 04:25PM ET,WAS,9.58
TE,Vernon Davis (10982183),Vernon Davis,10982183,TE/FLEX,3900,WAS@ARI 09/09/2018 04:25PM ET,WAS,7.74
DST,Ravens  (10982481),Ravens ,10982481,DST,3800,BUF@BAL 09/09/2018 01:00PM ET,BAL,11.69
RB,Wayne Gallman (10981367),Wayne Gallman,10981367,RB/FLEX,3800,JAX@NYG 09/09/2018 01:00PM ET,NYG,8.15
WR,Keelan Cole (10981707),Keelan Cole,10981707,WR/FLEX,3800,JAX@NYG 09/09/2018 01:00PM ET,JAX,7.95
RB,Charles Sims (10981369),Charles Sims,10981369,RB/FLEX,3800,TB@NO 09/09/2018 01:00PM ET,TB,4.65
WR,Kenny Britt (10981709),Kenny Britt,10981709,WR/FLEX,3800,HOU@NE 09/09/2018 01:00PM ET,NE,4.8
RB,Charcandrick West (10981371),Charcandrick West,10981371,RB/FLEX,3800,KC@LAC 09/09/2018 04:05PM ET,KC,5.38
RB,De'Angelo Henderson (10981373),De'Angelo Henderson,10981373,RB/FLEX,3800,SEA@DEN 09/09/2018 04:25PM ET,DEN,2.58
WR,Tavon Austin (10981705),Tavon Austin,10981705,WR/FLEX,3800,DAL@CAR 09/09/2018 04:25PM ET,DAL,2.75
WR,Terrance Williams (10981711),Terrance Williams,10981711,WR/FLEX,3800,DAL@CAR 09/09/2018 04:25PM ET,DAL,7.14
WR,Jeremy Kerley (10981717),Jeremy Kerley,10981717,WR/FLEX,3700,BUF@BAL 09/09/2018 01:00PM ET,BUF,5.96
WR,Zay Jones (10981719),Zay Jones,10981719,WR/FLEX,3700,BUF@BAL 09/09/2018 01:00PM ET,BUF,4.66
WR,John Brown (10981721),John Brown,10981721,WR/FLEX,3700,BUF@BAL 09/09/2018 01:00PM ET,BAL,6.99
WR,Willie Snead IV (10981723),Willie Snead IV,10981723,WR/FLEX,3700,BUF@BAL 09/09/2018 01:00PM ET,BAL,1.67
DST,Jaguars  (10982482),Jaguars ,10982482,DST,3700,JAX@NYG 09/09/2018 01:00PM ET,JAX,12.26
RB,Shane Vereen (10981375),Shane Vereen,10981375,RB/FLEX,3700,TB@NO 09/09/2018 01:00PM ET,NO,5.29
WR,Malcolm Mitchell (10981713),Malcolm Mitchell,10981713,WR/FLEX,3700,HOU@NE 09/09/2018 01:00PM ET,NE,0
WR,Phillip Dorsett (10981715),Phillip Dorsett,10981715,WR/FLEX,3700,HOU@NE 09/09/2018 01:00PM ET,NE,2.26
RB,Frank Gore (10981377),Frank Gore,10981377,RB/FLEX,3700,TEN@MIA 09/09/2018 01:00PM ET,MIA,11.22
WR,Albert Wilson (10981725),Albert Wilson,10981725,WR/FLEX,3700,TEN@MIA 09/09/2018 01:00PM ET,MIA,8.83
RB,Jordan Wilkins (10981379),Jordan Wilkins,10981379,RB/FLEX,3700,CIN@IND 09/09/2018 01:00PM ET,IND,0
WR,Brandon LaFell (10981727),Brandon LaFell,10981727,WR/FLEX,3700,CIN@IND 09/09/2018 01:00PM ET,CIN,7.8
WR,Brandon Marshall (10981729),Brandon Marshall,10981729,WR/FLEX,3700,SEA@DEN 09/09/2018 04:25PM ET,SEA,6.68
WR,Christian Kirk (10981731),Christian Kirk,10981731,WR/FLEX,3700,WAS@ARI 09/09/2018 04:25PM ET,ARI,0
RB,Trey Edmunds (10981381),Trey Edmunds,10981381,RB/FLEX,3600,TB@NO 09/09/2018 01:00PM ET,NO,0.6
RB,Jacquizz Rodgers (10981383),Jacquizz Rodgers,10981383,RB/FLEX,3600,TB@NO 09/09/2018 01:00PM ET,TB,2.92
WR,Brandon Coleman (10981735),Brandon Coleman,10981735,WR/FLEX,3600,TB@NO 09/09/2018 01:00PM ET,NO,4.93
DST,Saints  (10982483),Saints ,10982483,DST,3600,TB@NO 09/09/2018 01:00PM ET,NO,8.67
WR,Dante Pettis (10981733),Dante Pettis,10981733,WR/FLEX,3600,SF@MIN 09/09/2018 01:00PM ET,SF,0
WR,Kendall Wright (10981739),Kendall Wright,10981739,WR/FLEX,3600,SF@MIN 09/09/2018 01:00PM ET,MIN,8.09
WR,Trent Taylor (10981741),Trent Taylor,10981741,WR/FLEX,3600,SF@MIN 09/09/2018 01:00PM ET,SF,6.47
RB,Alfred Morris (11182405),Alfred Morris,11182405,RB/FLEX,3600,SF@MIN 09/09/2018 01:00PM ET,SF,5.37
WR,Taywan Taylor (10981743),Taywan Taylor,10981743,WR/FLEX,3600,TEN@MIA 09/09/2018 01:00PM ET,TEN,2.91
